item_number,email,platform
4506,usr611@gt.edu,Windows
4507,usr611@gt.edu,Windows
4518,usr612@gt.edu,Windows
4524,usr612@gt.edu,Windows
4527,usr613@gt.edu,macOS
4528,usr613@gt.edu,Windows
4531,usr613@gt.edu,Windows
4532,usr613@gt.edu,macOS
4533,usr613@gt.edu,macOS
4534,usr613@gt.edu,Windows
4535,usr613@gt.edu,macOS
4538,usr614@gt.edu,macOS
4539,usr615@gt.edu,Windows
4543,usr615@gt.edu,macOS
4545,usr615@gt.edu,macOS
4548,usr615@gt.edu,Windows
4552,usr616@gt.edu,macOS
4556,usr617@gt.edu,Windows
4558,usr617@gt.edu,Windows
4561,usr617@gt.edu,Windows
4565,usr618@gt.edu,Windows
4569,usr618@gt.edu,macOS
4571,usr618@gt.edu,Linux
4581,usr620@gt.edu,macOS
4583,usr620@gt.edu,Linux
4584,usr620@gt.edu,Windows
4585,usr620@gt.edu,macOS
4586,usr620@gt.edu,Windows
4587,usr620@gt.edu,macOS
4589,usr620@gt.edu,Windows
4590,usr621@gt.edu,Windows
4594,usr621@gt.edu,macOS
4595,usr622@gt.edu,Windows
4603,usr623@gt.edu,Linux
4605,usr624@gt.edu,macOS
4608,usr624@gt.edu,Windows
4612,usr624@gt.edu,Windows
4617,usr626@gt.edu,macOS
4620,usr626@gt.edu,Linux
4622,usr626@gt.edu,macOS
4625,usr626@gt.edu,Windows
4628,usr627@gt.edu,macOS
4631,usr627@gt.edu,Windows
4632,usr627@gt.edu,Windows
4641,usr628@gt.edu,Windows
4644,usr628@gt.edu,Windows
4647,usr629@gt.edu,Linux
4651,usr629@gt.edu,macOS
4654,usr629@gt.edu,Windows
4657,usr630@gt.edu,macOS
4658,usr630@gt.edu,macOS
4660,usr631@gt.edu,Windows
4661,usr631@gt.edu,Windows
4662,usr631@gt.edu,Windows
4669,usr632@gt.edu,macOS
4671,usr632@gt.edu,Windows
4677,usr633@gt.edu,Windows
4681,usr634@gt.edu,Windows
4684,usr634@gt.edu,macOS
4686,usr635@gt.edu,Windows
4687,usr635@gt.edu,Windows
4688,usr635@gt.edu,macOS
4693,usr636@gt.edu,macOS
4698,usr636@gt.edu,Windows
4700,usr636@gt.edu,macOS
4702,usr637@gt.edu,Windows
4704,usr637@gt.edu,macOS
4706,usr638@gt.edu,Windows
4707,usr638@gt.edu,Windows
4709,usr638@gt.edu,macOS
4710,usr638@gt.edu,Windows
4712,usr638@gt.edu,macOS
4717,usr639@gt.edu,Linux
4718,usr639@gt.edu,Windows
4721,usr639@gt.edu,Windows
4728,usr639@gt.edu,macOS
4730,usr640@gt.edu,Windows
4732,usr640@gt.edu,Windows
4736,usr640@gt.edu,Windows
4739,usr640@gt.edu,macOS
4740,usr641@gt.edu,macOS
4743,usr641@gt.edu,Windows
4751,usr643@gt.edu,Windows
4752,usr643@gt.edu,Windows
4756,usr644@gt.edu,macOS
4760,usr645@gt.edu,Windows
4767,usr645@gt.edu,Windows
4769,usr645@gt.edu,Windows
4770,usr646@gt.edu,Windows
4771,usr646@gt.edu,macOS
4773,usr646@gt.edu,Windows
4775,usr646@gt.edu,macOS
4776,usr646@gt.edu,macOS
4777,usr646@gt.edu,macOS
4779,usr646@gt.edu,Windows
4780,usr646@gt.edu,macOS
4781,usr646@gt.edu,Windows
4782,usr647@gt.edu,Windows
4784,usr647@gt.edu,Windows
4786,usr647@gt.edu,Windows
4787,usr647@gt.edu,Windows
4788,usr647@gt.edu,macOS
4790,usr648@gt.edu,Windows
4792,usr648@gt.edu,macOS
4793,usr648@gt.edu,macOS
4795,usr648@gt.edu,Windows
4799,usr648@gt.edu,Windows
4806,usr649@gt.edu,Windows
4808,usr649@gt.edu,macOS
4810,usr649@gt.edu,Windows
4812,usr650@gt.edu,Windows
4814,usr651@gt.edu,Windows
4817,usr651@gt.edu,Windows
4819,usr651@gt.edu,macOS
4820,usr651@gt.edu,Linux
4827,usr652@gt.edu,Windows
4829,usr652@gt.edu,macOS
4834,usr653@gt.edu,Windows
4836,usr653@gt.edu,macOS
4837,usr653@gt.edu,Windows
4840,usr653@gt.edu,Windows
4842,usr654@gt.edu,Windows
4844,usr654@gt.edu,Linux
4846,usr654@gt.edu,macOS
4850,usr654@gt.edu,Windows
4854,usr655@gt.edu,Windows
4856,usr655@gt.edu,macOS
4862,usr656@gt.edu,Linux
4865,usr656@gt.edu,Windows
4866,usr657@gt.edu,Windows
4868,usr657@gt.edu,Windows
4869,usr657@gt.edu,Windows
4874,usr658@gt.edu,macOS
4877,usr658@gt.edu,Windows
4880,usr659@gt.edu,Windows
4883,usr659@gt.edu,Windows
4885,usr659@gt.edu,Windows
4886,usr659@gt.edu,Windows
4888,usr659@gt.edu,macOS
4889,usr659@gt.edu,Linux
4891,usr660@gt.edu,macOS
4896,usr660@gt.edu,Windows
4902,usr661@gt.edu,macOS
4904,usr661@gt.edu,Windows
4907,usr662@gt.edu,Windows
4909,usr663@gt.edu,Linux
4911,usr663@gt.edu,Windows
4913,usr663@gt.edu,macOS
4914,usr663@gt.edu,Windows
4920,usr664@gt.edu,macOS
4921,usr665@gt.edu,Windows
4922,usr665@gt.edu,macOS
4924,usr665@gt.edu,Linux
4930,usr665@gt.edu,macOS
4932,usr665@gt.edu,macOS
4933,usr666@gt.edu,macOS
4936,usr666@gt.edu,Linux
4939,usr666@gt.edu,Windows
4942,usr666@gt.edu,Windows
4943,usr667@gt.edu,Windows
4946,usr667@gt.edu,macOS
4950,usr667@gt.edu,Windows
4951,usr668@gt.edu,macOS
4953,usr668@gt.edu,Windows
4956,usr668@gt.edu,Windows
4957,usr668@gt.edu,Windows
4963,usr670@gt.edu,macOS
4965,usr670@gt.edu,Windows
4973,usr672@gt.edu,Linux
4974,usr672@gt.edu,Windows
4976,usr672@gt.edu,Windows
4977,usr672@gt.edu,Windows
4980,usr673@gt.edu,Linux
4981,usr673@gt.edu,macOS
4982,usr673@gt.edu,Windows
4983,usr673@gt.edu,macOS
4987,usr673@gt.edu,Windows
4988,usr673@gt.edu,Windows
4989,usr674@gt.edu,Windows
4991,usr674@gt.edu,macOS
4992,usr674@gt.edu,Windows
4994,usr674@gt.edu,macOS
4995,usr674@gt.edu,Linux
5001,usr675@gt.edu,Windows
5002,usr675@gt.edu,Windows
5003,usr675@gt.edu,macOS
5007,usr676@gt.edu,Windows
5009,usr676@gt.edu,Windows
5015,usr677@gt.edu,Windows
5017,usr677@gt.edu,Windows
5018,usr677@gt.edu,Linux
5022,usr678@gt.edu,Linux
5024,usr678@gt.edu,Windows
5025,usr678@gt.edu,Windows
5027,usr678@gt.edu,Windows
5029,usr679@gt.edu,Windows
5033,usr679@gt.edu,Windows
5037,usr679@gt.edu,Windows
5038,usr679@gt.edu,Linux
5046,usr680@gt.edu,Windows
5047,usr680@gt.edu,Windows
5048,usr681@gt.edu,macOS
5050,usr681@gt.edu,macOS
5051,usr681@gt.edu,macOS
5053,usr681@gt.edu,Windows
5054,usr681@gt.edu,Windows
5057,usr682@gt.edu,Windows
5062,usr682@gt.edu,Windows
5064,usr682@gt.edu,Windows
5067,usr683@gt.edu,Windows
5070,usr683@gt.edu,Windows
5072,usr683@gt.edu,macOS
5075,usr683@gt.edu,Windows
5082,usr685@gt.edu,Windows
5085,usr685@gt.edu,macOS
5086,usr685@gt.edu,Windows
5087,usr685@gt.edu,Windows
5088,usr685@gt.edu,Windows
5100,usr687@gt.edu,macOS
5101,usr687@gt.edu,Windows
5102,usr687@gt.edu,macOS
5106,usr688@gt.edu,Windows
5108,usr688@gt.edu,Windows
5110,usr688@gt.edu,Windows
5111,usr688@gt.edu,Windows
5112,usr688@gt.edu,macOS
5115,usr688@gt.edu,Windows
5124,usr691@gt.edu,macOS
5125,usr691@gt.edu,Windows
5130,usr691@gt.edu,Windows
5131,usr692@gt.edu,Windows
5132,usr692@gt.edu,Linux
5133,usr692@gt.edu,Windows
5135,usr692@gt.edu,Windows
5138,usr692@gt.edu,macOS
5139,usr692@gt.edu,macOS
5143,usr693@gt.edu,Windows
5144,usr693@gt.edu,Windows
5145,usr693@gt.edu,macOS
5146,usr693@gt.edu,macOS
5149,usr694@gt.edu,Windows
5150,usr694@gt.edu,macOS
5151,usr695@gt.edu,Windows
5159,usr696@gt.edu,macOS
5161,usr696@gt.edu,Windows
5163,usr697@gt.edu,Windows
5164,usr697@gt.edu,Windows
5166,usr697@gt.edu,Windows
5167,usr698@gt.edu,Windows
5168,usr698@gt.edu,Windows
5173,usr698@gt.edu,Windows
5176,usr699@gt.edu,macOS
5177,usr699@gt.edu,macOS
5181,usr700@gt.edu,macOS
5182,usr700@gt.edu,Windows
5183,usr700@gt.edu,Windows
5185,usr701@gt.edu,Windows
5187,usr701@gt.edu,Windows
5192,usr702@gt.edu,macOS
5194,usr702@gt.edu,macOS
5203,usr704@gt.edu,macOS
5204,usr704@gt.edu,Windows
5206,usr705@gt.edu,macOS
5210,usr705@gt.edu,Linux
5211,usr706@gt.edu,Windows
5213,usr706@gt.edu,macOS
5215,usr706@gt.edu,Windows
5217,usr706@gt.edu,Windows
5218,usr706@gt.edu,Windows
5219,usr706@gt.edu,macOS
5222,usr707@gt.edu,Windows
5226,usr707@gt.edu,Linux
5233,usr708@gt.edu,Linux
5235,usr708@gt.edu,Linux
5237,usr708@gt.edu,macOS
5238,usr708@gt.edu,Windows
5241,usr708@gt.edu,Windows
5244,usr709@gt.edu,Windows
5245,usr709@gt.edu,Windows
5249,usr710@gt.edu,macOS
5250,usr710@gt.edu,Windows
5252,usr710@gt.edu,macOS
5253,usr710@gt.edu,macOS
5257,usr711@gt.edu,Windows
5258,usr711@gt.edu,Windows
5259,usr711@gt.edu,macOS
5264,usr712@gt.edu,Windows
5265,usr712@gt.edu,macOS
5276,usr713@gt.edu,Linux
5277,usr713@gt.edu,Windows
5280,usr713@gt.edu,Windows
5284,usr714@gt.edu,Windows
5289,usr714@gt.edu,Windows
5292,usr715@gt.edu,Windows
5294,usr715@gt.edu,macOS
5296,usr715@gt.edu,macOS
5302,usr716@gt.edu,Windows
5309,usr717@gt.edu,Windows
5310,usr717@gt.edu,macOS
5312,usr717@gt.edu,Linux
5315,usr718@gt.edu,Windows
5316,usr718@gt.edu,macOS
5320,usr719@gt.edu,macOS
5326,usr720@gt.edu,Windows
5327,usr720@gt.edu,Windows
5328,usr721@gt.edu,Windows
5329,usr721@gt.edu,Windows
5330,usr721@gt.edu,Linux
5337,usr721@gt.edu,macOS
5343,usr722@gt.edu,Linux
5350,usr723@gt.edu,macOS
5351,usr723@gt.edu,macOS
5360,usr724@gt.edu,macOS
5377,usr726@gt.edu,Windows
5379,usr726@gt.edu,Linux
5380,usr726@gt.edu,Linux
5382,usr727@gt.edu,Linux
5383,usr727@gt.edu,Windows
5384,usr727@gt.edu,Windows
5389,usr728@gt.edu,Linux
5390,usr728@gt.edu,Windows
5391,usr728@gt.edu,Windows
5392,usr728@gt.edu,Windows
5395,usr729@gt.edu,Windows
5396,usr729@gt.edu,macOS
5398,usr729@gt.edu,Windows
5399,usr729@gt.edu,Windows
5401,usr730@gt.edu,macOS
5403,usr730@gt.edu,macOS
5404,usr730@gt.edu,macOS
5406,usr730@gt.edu,Windows
5407,usr730@gt.edu,Windows
5408,usr730@gt.edu,Windows
5410,usr730@gt.edu,Linux
5412,usr731@gt.edu,Windows
5414,usr731@gt.edu,Windows
5416,usr731@gt.edu,Windows
5417,usr732@gt.edu,Linux
5420,usr732@gt.edu,macOS
5422,usr732@gt.edu,Windows
5423,usr732@gt.edu,Windows
5424,usr732@gt.edu,Windows
5427,usr732@gt.edu,macOS
5430,usr733@gt.edu,macOS
5431,usr733@gt.edu,Windows
5432,usr733@gt.edu,Windows
5436,usr733@gt.edu,Windows
5437,usr733@gt.edu,Windows
5444,usr735@gt.edu,Windows
5450,usr735@gt.edu,macOS
5452,usr735@gt.edu,Windows
5455,usr736@gt.edu,Windows
5457,usr736@gt.edu,Windows
5459,usr736@gt.edu,Windows
5464,usr737@gt.edu,macOS
5465,usr737@gt.edu,macOS
5469,usr737@gt.edu,Windows
5470,usr737@gt.edu,macOS
5471,usr738@gt.edu,Windows
5474,usr738@gt.edu,macOS
5475,usr738@gt.edu,macOS
5477,usr738@gt.edu,macOS
5478,usr738@gt.edu,Windows
5481,usr739@gt.edu,Windows
5482,usr739@gt.edu,macOS
5484,usr739@gt.edu,Windows
5489,usr739@gt.edu,Windows
5491,usr740@gt.edu,Windows
5494,usr740@gt.edu,macOS
5495,usr740@gt.edu,Linux
5506,usr741@gt.edu,Windows
5508,usr742@gt.edu,Windows
5509,usr742@gt.edu,macOS
5512,usr742@gt.edu,Windows
5514,usr742@gt.edu,macOS
5515,usr742@gt.edu,Windows
5516,usr742@gt.edu,macOS
5520,usr743@gt.edu,macOS
5526,usr744@gt.edu,Windows
5527,usr744@gt.edu,Windows
5528,usr744@gt.edu,Windows
5530,usr744@gt.edu,Windows
5535,usr745@gt.edu,Windows
5537,usr745@gt.edu,Windows
5538,usr745@gt.edu,Windows
5542,usr746@gt.edu,Windows
5546,usr746@gt.edu,Windows
5547,usr747@gt.edu,macOS
5553,usr748@gt.edu,macOS
5554,usr748@gt.edu,Windows
5555,usr748@gt.edu,Windows
5557,usr748@gt.edu,Linux
5558,usr748@gt.edu,Linux
5559,usr748@gt.edu,macOS
5564,usr749@gt.edu,Windows
5567,usr749@gt.edu,macOS
5568,usr749@gt.edu,macOS
5571,usr750@gt.edu,Windows
5579,usr751@gt.edu,Windows
5582,usr751@gt.edu,macOS
5583,usr751@gt.edu,Linux
5584,usr751@gt.edu,Windows
5587,usr752@gt.edu,Linux
5591,usr752@gt.edu,macOS
5592,usr752@gt.edu,Windows
5594,usr753@gt.edu,macOS
5595,usr753@gt.edu,Windows
5598,usr753@gt.edu,Windows
5599,usr753@gt.edu,Windows
5602,usr753@gt.edu,Windows
5603,usr753@gt.edu,Windows
5610,usr754@gt.edu,macOS
5611,usr754@gt.edu,Linux
5612,usr754@gt.edu,Windows
5614,usr755@gt.edu,macOS
5616,usr755@gt.edu,Windows
5624,usr756@gt.edu,Windows
5626,usr756@gt.edu,macOS
5630,usr757@gt.edu,macOS
5632,usr757@gt.edu,macOS
5634,usr757@gt.edu,Linux
5637,usr757@gt.edu,Windows
5640,usr758@gt.edu,macOS
5643,usr758@gt.edu,Windows
5646,usr758@gt.edu,macOS
5647,usr758@gt.edu,Linux
5649,usr759@gt.edu,Linux
5652,usr759@gt.edu,Windows
5653,usr759@gt.edu,macOS
5656,usr759@gt.edu,macOS
5661,usr761@gt.edu,Windows
5663,usr761@gt.edu,macOS
5664,usr761@gt.edu,Windows
5668,usr762@gt.edu,macOS
5669,usr762@gt.edu,Linux
5670,usr762@gt.edu,Linux
5675,usr762@gt.edu,macOS
5677,usr763@gt.edu,macOS
5680,usr764@gt.edu,Windows
5681,usr764@gt.edu,Windows
5682,usr764@gt.edu,Linux
5688,usr765@gt.edu,Windows
5693,usr765@gt.edu,macOS
5694,usr766@gt.edu,macOS
5697,usr766@gt.edu,macOS
5703,usr767@gt.edu,Windows
5704,usr767@gt.edu,Windows
5707,usr767@gt.edu,Windows
5712,usr768@gt.edu,Windows
5713,usr768@gt.edu,Windows
5714,usr769@gt.edu,macOS
5717,usr769@gt.edu,macOS
5721,usr769@gt.edu,macOS
5731,usr771@gt.edu,Linux
5734,usr771@gt.edu,Linux
5736,usr771@gt.edu,Windows
5738,usr771@gt.edu,macOS
5743,usr772@gt.edu,Windows
5746,usr772@gt.edu,Windows
5750,usr772@gt.edu,Linux
5752,usr773@gt.edu,Windows
5762,usr774@gt.edu,macOS
5767,usr776@gt.edu,Windows
5771,usr776@gt.edu,macOS
5773,usr776@gt.edu,Linux
5774,usr776@gt.edu,macOS
5776,usr776@gt.edu,macOS
5777,usr776@gt.edu,Windows
5778,usr777@gt.edu,Windows
5781,usr777@gt.edu,Windows
5786,usr777@gt.edu,Windows
5787,usr777@gt.edu,Windows
5788,usr777@gt.edu,Windows
5789,usr778@gt.edu,Windows
5790,usr778@gt.edu,macOS
5791,usr778@gt.edu,macOS
5792,usr778@gt.edu,Windows
5794,usr778@gt.edu,Windows
5797,usr779@gt.edu,Windows
5800,usr779@gt.edu,macOS
5802,usr779@gt.edu,Windows
5803,usr779@gt.edu,Windows
5805,usr780@gt.edu,macOS
5809,usr780@gt.edu,Windows
5812,usr780@gt.edu,macOS
5814,usr780@gt.edu,Windows
5817,usr781@gt.edu,macOS
5820,usr781@gt.edu,Windows
5833,usr782@gt.edu,Linux
5835,usr783@gt.edu,macOS
5841,usr784@gt.edu,Windows
5843,usr784@gt.edu,Windows
5848,usr785@gt.edu,Windows
5852,usr785@gt.edu,Windows
5857,usr786@gt.edu,Windows
5858,usr787@gt.edu,Windows
5861,usr787@gt.edu,Linux
5864,usr788@gt.edu,macOS
5868,usr789@gt.edu,Windows
5871,usr789@gt.edu,Windows
5874,usr790@gt.edu,Windows
5881,usr790@gt.edu,Windows
5883,usr790@gt.edu,Windows
5884,usr791@gt.edu,Windows
5887,usr791@gt.edu,Windows
5889,usr791@gt.edu,Windows
5891,usr792@gt.edu,Windows
5892,usr792@gt.edu,Windows
5893,usr792@gt.edu,Windows
5894,usr792@gt.edu,Windows
5895,usr792@gt.edu,Windows
5896,usr792@gt.edu,macOS
5897,usr792@gt.edu,Windows
5901,usr793@gt.edu,macOS
5905,usr793@gt.edu,Windows
5906,usr793@gt.edu,macOS
5909,usr794@gt.edu,Windows
5910,usr794@gt.edu,Windows
5912,usr794@gt.edu,macOS
5913,usr794@gt.edu,Linux
5914,usr794@gt.edu,Windows
5915,usr795@gt.edu,Windows
5917,usr795@gt.edu,macOS
5919,usr796@gt.edu,Windows
5921,usr796@gt.edu,Linux
5923,usr796@gt.edu,Windows
5925,usr796@gt.edu,macOS
5927,usr796@gt.edu,Linux
5930,usr797@gt.edu,Windows
5931,usr797@gt.edu,macOS
5933,usr797@gt.edu,Linux
5935,usr797@gt.edu,Windows
5937,usr797@gt.edu,macOS
5938,usr797@gt.edu,Windows
5944,usr798@gt.edu,Linux
5945,usr799@gt.edu,macOS
5950,usr800@gt.edu,Windows
5951,usr800@gt.edu,Windows
5952,usr800@gt.edu,Linux
5954,usr800@gt.edu,Linux
5958,usr801@gt.edu,Windows
5959,usr802@gt.edu,Windows
5964,usr802@gt.edu,Windows
5967,usr802@gt.edu,macOS
5970,usr802@gt.edu,Windows
5971,usr803@gt.edu,Windows
5976,usr803@gt.edu,Windows
5978,usr803@gt.edu,Windows
5980,usr803@gt.edu,Windows
5983,usr804@gt.edu,macOS
5984,usr804@gt.edu,macOS
5986,usr804@gt.edu,Linux
5987,usr804@gt.edu,Windows
5990,usr804@gt.edu,Windows
5996,usr805@gt.edu,macOS
5998,usr805@gt.edu,Windows
5999,usr806@gt.edu,macOS
6002,usr806@gt.edu,Windows
6010,usr807@gt.edu,Windows
6012,usr807@gt.edu,Linux
6018,usr808@gt.edu,Windows
6019,usr808@gt.edu,Windows
6023,usr809@gt.edu,Windows
6031,usr811@gt.edu,macOS
6032,usr811@gt.edu,macOS
6034,usr811@gt.edu,macOS
6036,usr811@gt.edu,Windows
6038,usr811@gt.edu,Windows
6039,usr811@gt.edu,Windows
6040,usr811@gt.edu,Windows
6042,usr811@gt.edu,macOS
6044,usr812@gt.edu,Linux
6047,usr812@gt.edu,macOS
6055,usr813@gt.edu,Windows
6057,usr813@gt.edu,Windows
6065,usr814@gt.edu,macOS
6066,usr814@gt.edu,macOS
6069,usr815@gt.edu,Linux
6070,usr815@gt.edu,Windows
6071,usr815@gt.edu,macOS
6073,usr815@gt.edu,macOS
6075,usr816@gt.edu,Windows
6077,usr816@gt.edu,Windows
6080,usr816@gt.edu,macOS
6082,usr817@gt.edu,Windows
6084,usr818@gt.edu,Windows
6085,usr818@gt.edu,Windows
6091,usr818@gt.edu,Windows
6092,usr818@gt.edu,Windows
6093,usr818@gt.edu,macOS
6100,usr819@gt.edu,macOS
6101,usr819@gt.edu,macOS
6105,usr820@gt.edu,Windows
6107,usr820@gt.edu,Windows
6113,usr822@gt.edu,Windows
6116,usr822@gt.edu,Windows
6118,usr822@gt.edu,Windows
6121,usr823@gt.edu,Linux
6122,usr823@gt.edu,Windows
6123,usr823@gt.edu,Linux
6126,usr823@gt.edu,Windows
6132,usr824@gt.edu,macOS
6134,usr824@gt.edu,Linux
6137,usr825@gt.edu,Windows
6138,usr825@gt.edu,macOS
6139,usr825@gt.edu,Windows
6140,usr825@gt.edu,Windows
6141,usr826@gt.edu,Windows
6142,usr826@gt.edu,Windows
6144,usr826@gt.edu,Windows
6147,usr826@gt.edu,Windows
6153,usr827@gt.edu,Windows
6161,usr827@gt.edu,Windows
6162,usr827@gt.edu,Windows
6163,usr827@gt.edu,Windows
6165,usr828@gt.edu,Windows
6166,usr828@gt.edu,macOS
6167,usr828@gt.edu,Linux
6169,usr828@gt.edu,Windows
6170,usr828@gt.edu,macOS
6171,usr828@gt.edu,Windows
6172,usr829@gt.edu,macOS
6173,usr829@gt.edu,macOS
6174,usr829@gt.edu,Windows
6176,usr829@gt.edu,macOS
6177,usr829@gt.edu,Windows
6178,usr829@gt.edu,macOS
6184,usr830@gt.edu,macOS
6185,usr830@gt.edu,Windows
6186,usr830@gt.edu,macOS
6187,usr831@gt.edu,Linux
6189,usr831@gt.edu,macOS
6192,usr831@gt.edu,Windows
6196,usr832@gt.edu,Windows
6199,usr832@gt.edu,Windows
6202,usr833@gt.edu,Windows
6203,usr833@gt.edu,Linux
6208,usr834@gt.edu,Linux
6212,usr835@gt.edu,macOS
6215,usr835@gt.edu,macOS
6218,usr835@gt.edu,Windows
6220,usr835@gt.edu,macOS
6224,usr836@gt.edu,macOS
6229,usr836@gt.edu,Windows
6231,usr837@gt.edu,macOS
6238,usr838@gt.edu,macOS
6240,usr838@gt.edu,Windows
6241,usr838@gt.edu,Windows
6242,usr838@gt.edu,macOS
6247,usr840@gt.edu,Windows
6248,usr840@gt.edu,Windows
6252,usr840@gt.edu,Linux
6256,usr841@gt.edu,macOS
6258,usr841@gt.edu,Windows
6262,usr841@gt.edu,Windows
6267,usr842@gt.edu,Windows
6269,usr842@gt.edu,Windows
6271,usr842@gt.edu,Windows
6273,usr843@gt.edu,macOS
6274,usr843@gt.edu,macOS
6276,usr843@gt.edu,macOS
6277,usr843@gt.edu,macOS
6279,usr843@gt.edu,macOS
6282,usr844@gt.edu,macOS
6284,usr844@gt.edu,Linux
6289,usr845@gt.edu,Windows
6290,usr845@gt.edu,Windows
6297,usr846@gt.edu,Windows
6298,usr847@gt.edu,macOS
6299,usr847@gt.edu,macOS
6301,usr848@gt.edu,macOS
6302,usr848@gt.edu,Linux
6303,usr848@gt.edu,macOS
6304,usr848@gt.edu,Windows
6305,usr848@gt.edu,Windows
6307,usr849@gt.edu,Windows
6309,usr849@gt.edu,Windows
6310,usr849@gt.edu,Windows
6311,usr850@gt.edu,Windows
6314,usr850@gt.edu,Windows
6318,usr850@gt.edu,macOS
6321,usr851@gt.edu,Windows
6326,usr851@gt.edu,macOS
6336,usr853@gt.edu,Windows
6339,usr853@gt.edu,Windows
6342,usr853@gt.edu,Linux
6343,usr853@gt.edu,macOS
6344,usr853@gt.edu,macOS
6349,usr854@gt.edu,Windows
6354,usr855@gt.edu,Windows
6357,usr855@gt.edu,Windows
6358,usr855@gt.edu,Windows
6360,usr856@gt.edu,Windows
6364,usr856@gt.edu,macOS
6365,usr856@gt.edu,Windows
6373,usr858@gt.edu,macOS
6375,usr858@gt.edu,macOS
6376,usr858@gt.edu,Windows
6377,usr858@gt.edu,Windows
6379,usr858@gt.edu,Windows
6382,usr859@gt.edu,macOS
6384,usr859@gt.edu,Windows
6392,usr861@gt.edu,Windows
6394,usr862@gt.edu,Linux
6402,usr862@gt.edu,Windows
6404,usr862@gt.edu,Windows
6405,usr863@gt.edu,Windows
6408,usr863@gt.edu,Linux
6409,usr863@gt.edu,Linux
6412,usr864@gt.edu,Linux
6414,usr864@gt.edu,macOS
6416,usr865@gt.edu,Windows
6419,usr865@gt.edu,macOS
6422,usr865@gt.edu,macOS
6429,usr867@gt.edu,Windows
6430,usr867@gt.edu,Windows
6431,usr867@gt.edu,macOS
6441,usr868@gt.edu,macOS
6442,usr868@gt.edu,Windows
6448,usr870@gt.edu,Windows
6450,usr870@gt.edu,Windows
6451,usr870@gt.edu,macOS
6452,usr870@gt.edu,macOS
6453,usr870@gt.edu,macOS
6455,usr870@gt.edu,Windows
6457,usr871@gt.edu,Windows
6460,usr871@gt.edu,Windows
6463,usr872@gt.edu,macOS
6466,usr872@gt.edu,Linux
6468,usr872@gt.edu,Windows
6469,usr873@gt.edu,Windows
6473,usr873@gt.edu,macOS
6480,usr874@gt.edu,macOS
6481,usr874@gt.edu,macOS
6482,usr874@gt.edu,Windows
6483,usr874@gt.edu,Linux
6485,usr875@gt.edu,macOS
6487,usr875@gt.edu,macOS
6490,usr876@gt.edu,Windows
6492,usr876@gt.edu,macOS
6495,usr876@gt.edu,Windows
6496,usr876@gt.edu,Windows
6498,usr876@gt.edu,Windows
6501,usr877@gt.edu,Linux
6503,usr877@gt.edu,Windows
6508,usr877@gt.edu,Windows
6509,usr877@gt.edu,Windows
6510,usr877@gt.edu,Linux
6511,usr877@gt.edu,Linux
6520,usr879@gt.edu,macOS
6522,usr879@gt.edu,Windows
6527,usr880@gt.edu,Windows
6528,usr880@gt.edu,Windows
6530,usr881@gt.edu,Windows
6532,usr881@gt.edu,Linux
6534,usr881@gt.edu,Windows
6535,usr881@gt.edu,macOS
6537,usr881@gt.edu,Linux
6538,usr881@gt.edu,Windows
6543,usr882@gt.edu,macOS
6546,usr882@gt.edu,macOS
6547,usr882@gt.edu,Linux
6548,usr882@gt.edu,Windows
6549,usr882@gt.edu,Windows
6551,usr882@gt.edu,Windows
6552,usr883@gt.edu,macOS
6553,usr883@gt.edu,Windows
6555,usr883@gt.edu,macOS
6566,usr885@gt.edu,macOS
6569,usr885@gt.edu,Windows
6574,usr886@gt.edu,Windows
6577,usr887@gt.edu,Windows
6581,usr887@gt.edu,Linux
6584,usr887@gt.edu,Windows
6586,usr887@gt.edu,macOS
6590,usr888@gt.edu,Windows
6594,usr889@gt.edu,Linux
6596,usr889@gt.edu,Windows
6605,usr890@gt.edu,Linux
6609,usr891@gt.edu,macOS
6610,usr891@gt.edu,Windows
6611,usr891@gt.edu,Windows
6612,usr891@gt.edu,Windows
6613,usr891@gt.edu,Linux
6614,usr891@gt.edu,Windows
6615,usr891@gt.edu,Linux
6617,usr892@gt.edu,macOS
6619,usr893@gt.edu,Windows
6621,usr893@gt.edu,Windows
6623,usr893@gt.edu,Linux
6624,usr893@gt.edu,Windows
6632,usr895@gt.edu,Windows
6641,usr895@gt.edu,macOS
6643,usr896@gt.edu,Windows
6646,usr897@gt.edu,Windows
6647,usr897@gt.edu,macOS
6649,usr897@gt.edu,Windows
6653,usr898@gt.edu,macOS
6655,usr898@gt.edu,macOS
6660,usr898@gt.edu,Linux
6661,usr898@gt.edu,macOS
6663,usr899@gt.edu,Windows
6679,usr900@gt.edu,Windows
6689,usr901@gt.edu,macOS
6690,usr901@gt.edu,Linux
6693,usr902@gt.edu,macOS
6695,usr902@gt.edu,Windows
6696,usr902@gt.edu,macOS
6699,usr902@gt.edu,Windows
6704,usr903@gt.edu,Windows
6708,usr904@gt.edu,Windows
6709,usr904@gt.edu,Windows
6711,usr904@gt.edu,Linux
6712,usr904@gt.edu,macOS
6714,usr904@gt.edu,Windows
6716,usr905@gt.edu,Windows
6717,usr905@gt.edu,Windows
6719,usr905@gt.edu,Windows
6721,usr905@gt.edu,Windows
6723,usr905@gt.edu,Windows
6724,usr905@gt.edu,macOS
6730,usr907@gt.edu,Windows
6733,usr907@gt.edu,Windows
