item_number,email,platform,media
3864,usr522@gt.edu,Nintendo,Game card
3865,usr523@gt.edu,Xbox,Game card
3866,usr523@gt.edu,Nintendo,Optical disc
3869,usr523@gt.edu,Xbox,Cartridge
3870,usr523@gt.edu,Xbox,Optical disc
3872,usr523@gt.edu,PlayStation,Game card
3873,usr523@gt.edu,Xbox,Optical disc
3874,usr523@gt.edu,PlayStation,Game card
3875,usr523@gt.edu,Xbox,Game card
3876,usr523@gt.edu,PlayStation,Cartridge
3878,usr524@gt.edu,Xbox,Optical disc
3884,usr524@gt.edu,Nintendo,Optical disc
3888,usr525@gt.edu,Xbox,Cartridge
3889,usr525@gt.edu,Xbox,Cartridge
3891,usr526@gt.edu,Xbox,Cartridge
3894,usr526@gt.edu,Nintendo,Cartridge
3897,usr526@gt.edu,Xbox,Game card
3898,usr526@gt.edu,PlayStation,Cartridge
3905,usr527@gt.edu,Nintendo,Game card
3907,usr527@gt.edu,Nintendo,Optical disc
3908,usr527@gt.edu,PlayStation,Optical disc
3911,usr528@gt.edu,Xbox,Game card
3914,usr528@gt.edu,Xbox,Optical disc
3921,usr529@gt.edu,PlayStation,Cartridge
3922,usr529@gt.edu,Nintendo,Game card
3925,usr529@gt.edu,Xbox,Cartridge
3926,usr529@gt.edu,Xbox,Optical disc
3927,usr529@gt.edu,Nintendo,Optical disc
3931,usr530@gt.edu,Nintendo,Game card
3932,usr530@gt.edu,Nintendo,Game card
3935,usr531@gt.edu,Nintendo,Game card
3940,usr531@gt.edu,PlayStation,Optical disc
3949,usr532@gt.edu,Nintendo,Game card
3954,usr533@gt.edu,PlayStation,Cartridge
3968,usr535@gt.edu,Xbox,Cartridge
3978,usr536@gt.edu,PlayStation,Cartridge
3982,usr537@gt.edu,Xbox,Optical disc
3985,usr537@gt.edu,Xbox,Cartridge
3986,usr537@gt.edu,PlayStation,Cartridge
3987,usr537@gt.edu,PlayStation,Optical disc
3992,usr538@gt.edu,Xbox,Game card
3998,usr539@gt.edu,PlayStation,Game card
4001,usr540@gt.edu,PlayStation,Optical disc
4006,usr540@gt.edu,Nintendo,Optical disc
4007,usr540@gt.edu,Xbox,Cartridge
4008,usr540@gt.edu,Xbox,Cartridge
4031,usr544@gt.edu,Nintendo,Game card
4032,usr545@gt.edu,Nintendo,Game card
4035,usr545@gt.edu,Nintendo,Optical disc
4041,usr546@gt.edu,Nintendo,Cartridge
4046,usr547@gt.edu,Xbox,Optical disc
4050,usr547@gt.edu,Xbox,Optical disc
4053,usr548@gt.edu,Xbox,Game card
4055,usr548@gt.edu,PlayStation,Cartridge
4059,usr549@gt.edu,Xbox,Game card
4061,usr549@gt.edu,Xbox,Cartridge
4074,usr550@gt.edu,Xbox,Cartridge
4077,usr551@gt.edu,Xbox,Game card
4081,usr551@gt.edu,Xbox,Game card
4091,usr553@gt.edu,Nintendo,Cartridge
4094,usr553@gt.edu,Nintendo,Cartridge
4096,usr553@gt.edu,Xbox,Cartridge
4106,usr554@gt.edu,Xbox,Cartridge
4107,usr554@gt.edu,PlayStation,Optical disc
4111,usr555@gt.edu,Nintendo,Game card
4112,usr555@gt.edu,Xbox,Cartridge
4116,usr555@gt.edu,PlayStation,Game card
4128,usr557@gt.edu,Nintendo,Cartridge
4130,usr558@gt.edu,Nintendo,Cartridge
4135,usr559@gt.edu,Xbox,Optical disc
4141,usr560@gt.edu,PlayStation,Game card
4142,usr560@gt.edu,Nintendo,Game card
4148,usr561@gt.edu,PlayStation,Cartridge
4150,usr562@gt.edu,Nintendo,Optical disc
4152,usr562@gt.edu,Nintendo,Game card
4153,usr562@gt.edu,PlayStation,Game card
4156,usr562@gt.edu,Xbox,Optical disc
4161,usr563@gt.edu,Nintendo,Game card
4164,usr563@gt.edu,Xbox,Optical disc
4165,usr563@gt.edu,Nintendo,Cartridge
4172,usr564@gt.edu,Nintendo,Optical disc
4173,usr564@gt.edu,PlayStation,Optical disc
4177,usr565@gt.edu,Nintendo,Cartridge
4178,usr565@gt.edu,Xbox,Optical disc
4179,usr565@gt.edu,Xbox,Game card
4185,usr565@gt.edu,Nintendo,Cartridge
4188,usr566@gt.edu,Nintendo,Game card
4191,usr566@gt.edu,Xbox,Game card
4194,usr566@gt.edu,Xbox,Cartridge
4196,usr567@gt.edu,Nintendo,Game card
4197,usr567@gt.edu,PlayStation,Cartridge
4202,usr568@gt.edu,Nintendo,Game card
4203,usr568@gt.edu,Nintendo,Game card
4205,usr569@gt.edu,Nintendo,Game card
4217,usr570@gt.edu,Nintendo,Optical disc
4219,usr570@gt.edu,Nintendo,Game card
4225,usr571@gt.edu,PlayStation,Game card
4226,usr571@gt.edu,Xbox,Cartridge
4228,usr572@gt.edu,Xbox,Game card
4233,usr572@gt.edu,Xbox,Game card
4241,usr573@gt.edu,Nintendo,Cartridge
4242,usr573@gt.edu,Nintendo,Cartridge
4243,usr573@gt.edu,Nintendo,Optical disc
4250,usr574@gt.edu,Xbox,Optical disc
4253,usr574@gt.edu,Xbox,Optical disc
4258,usr575@gt.edu,Xbox,Optical disc
4262,usr576@gt.edu,Xbox,Game card
4268,usr577@gt.edu,Nintendo,Game card
4270,usr578@gt.edu,Nintendo,Game card
4271,usr578@gt.edu,Xbox,Cartridge
4280,usr578@gt.edu,Xbox,Optical disc
4287,usr579@gt.edu,Xbox,Optical disc
4288,usr579@gt.edu,PlayStation,Optical disc
4290,usr579@gt.edu,Xbox,Cartridge
4291,usr579@gt.edu,Nintendo,Game card
4298,usr581@gt.edu,Nintendo,Game card
4299,usr581@gt.edu,Xbox,Cartridge
4308,usr583@gt.edu,Xbox,Optical disc
4313,usr584@gt.edu,Nintendo,Game card
4314,usr584@gt.edu,Xbox,Cartridge
4315,usr584@gt.edu,PlayStation,Game card
4316,usr584@gt.edu,Xbox,Cartridge
4319,usr584@gt.edu,PlayStation,Optical disc
4320,usr584@gt.edu,Nintendo,Optical disc
4321,usr584@gt.edu,PlayStation,Cartridge
4322,usr584@gt.edu,Xbox,Cartridge
4331,usr586@gt.edu,Nintendo,Cartridge
4340,usr587@gt.edu,Xbox,Game card
4342,usr588@gt.edu,Nintendo,Optical disc
4345,usr588@gt.edu,Nintendo,Game card
4350,usr589@gt.edu,PlayStation,Optical disc
4355,usr589@gt.edu,Xbox,Optical disc
4369,usr591@gt.edu,Xbox,Cartridge
4375,usr593@gt.edu,Nintendo,Cartridge
4381,usr594@gt.edu,Xbox,Game card
4382,usr594@gt.edu,Xbox,Optical disc
4385,usr594@gt.edu,PlayStation,Cartridge
4388,usr595@gt.edu,Nintendo,Game card
4390,usr595@gt.edu,Nintendo,Game card
4397,usr595@gt.edu,Nintendo,Optical disc
4400,usr596@gt.edu,Xbox,Cartridge
4402,usr596@gt.edu,Nintendo,Game card
4408,usr597@gt.edu,Xbox,Cartridge
4409,usr597@gt.edu,Xbox,Optical disc
4410,usr597@gt.edu,Nintendo,Optical disc
4412,usr598@gt.edu,Nintendo,Cartridge
4414,usr598@gt.edu,PlayStation,Game card
4422,usr599@gt.edu,Xbox,Game card
4423,usr599@gt.edu,Xbox,Game card
4424,usr599@gt.edu,PlayStation,Game card
4429,usr600@gt.edu,Nintendo,Game card
4437,usr601@gt.edu,Nintendo,Game card
4439,usr601@gt.edu,Nintendo,Game card
4441,usr601@gt.edu,Nintendo,Optical disc
4443,usr602@gt.edu,Xbox,Cartridge
4453,usr603@gt.edu,Xbox,Cartridge
4459,usr604@gt.edu,Nintendo,Game card
4461,usr604@gt.edu,Nintendo,Game card
4462,usr604@gt.edu,Xbox,Game card
4463,usr604@gt.edu,Nintendo,Game card
4466,usr604@gt.edu,Nintendo,Game card
4468,usr605@gt.edu,PlayStation,Optical disc
4469,usr605@gt.edu,Nintendo,Cartridge
4470,usr606@gt.edu,PlayStation,Cartridge
4471,usr606@gt.edu,PlayStation,Optical disc
4474,usr606@gt.edu,Xbox,Optical disc
4478,usr607@gt.edu,Xbox,Cartridge
4485,usr608@gt.edu,Xbox,Cartridge
4489,usr608@gt.edu,Xbox,Cartridge
4496,usr609@gt.edu,PlayStation,Optical disc
4499,usr610@gt.edu,Nintendo,Cartridge
4504,usr611@gt.edu,Nintendo,Optical disc
4512,usr611@gt.edu,Xbox,Optical disc
4514,usr612@gt.edu,PlayStation,Game card
4515,usr612@gt.edu,Nintendo,Game card
4516,usr612@gt.edu,Xbox,Optical disc
4520,usr612@gt.edu,Xbox,Cartridge
4521,usr612@gt.edu,PlayStation,Cartridge
4522,usr612@gt.edu,Nintendo,Optical disc
4525,usr612@gt.edu,Nintendo,Game card
4526,usr613@gt.edu,Xbox,Cartridge
4529,usr613@gt.edu,Xbox,Game card
4530,usr613@gt.edu,Nintendo,Game card
4536,usr614@gt.edu,PlayStation,Optical disc
4537,usr614@gt.edu,PlayStation,Optical disc
4541,usr615@gt.edu,Xbox,Cartridge
4542,usr615@gt.edu,Nintendo,Cartridge
4547,usr615@gt.edu,Nintendo,Cartridge
4553,usr616@gt.edu,Xbox,Optical disc
4554,usr617@gt.edu,PlayStation,Game card
4557,usr617@gt.edu,Xbox,Cartridge
4563,usr617@gt.edu,Nintendo,Game card
4567,usr618@gt.edu,PlayStation,Cartridge
4568,usr618@gt.edu,Xbox,Cartridge
4570,usr618@gt.edu,Xbox,Cartridge
4576,usr619@gt.edu,Xbox,Optical disc
4577,usr619@gt.edu,Xbox,Game card
4578,usr619@gt.edu,Xbox,Optical disc
4580,usr620@gt.edu,Xbox,Cartridge
4582,usr620@gt.edu,Xbox,Optical disc
4592,usr621@gt.edu,Nintendo,Optical disc
4593,usr621@gt.edu,PlayStation,Optical disc
4597,usr622@gt.edu,Nintendo,Game card
4598,usr622@gt.edu,Nintendo,Optical disc
4599,usr623@gt.edu,PlayStation,Optical disc
4600,usr623@gt.edu,Nintendo,Cartridge
4601,usr623@gt.edu,Xbox,Game card
4604,usr624@gt.edu,Nintendo,Game card
4606,usr624@gt.edu,PlayStation,Game card
4607,usr624@gt.edu,PlayStation,Cartridge
4610,usr624@gt.edu,Nintendo,Optical disc
4611,usr624@gt.edu,Xbox,Game card
4614,usr625@gt.edu,Nintendo,Optical disc
4621,usr626@gt.edu,PlayStation,Game card
4623,usr626@gt.edu,Xbox,Game card
4624,usr626@gt.edu,Xbox,Game card
4626,usr626@gt.edu,Xbox,Optical disc
4627,usr626@gt.edu,Nintendo,Game card
4629,usr627@gt.edu,Nintendo,Game card
4630,usr627@gt.edu,Xbox,Cartridge
4634,usr627@gt.edu,Xbox,Cartridge
4636,usr628@gt.edu,Xbox,Optical disc
4642,usr628@gt.edu,Nintendo,Game card
4643,usr628@gt.edu,Nintendo,Cartridge
4648,usr629@gt.edu,Xbox,Game card
4653,usr629@gt.edu,Nintendo,Cartridge
4664,usr631@gt.edu,Nintendo,Optical disc
4666,usr631@gt.edu,Nintendo,Game card
4667,usr631@gt.edu,Nintendo,Cartridge
4672,usr632@gt.edu,PlayStation,Cartridge
4673,usr633@gt.edu,Nintendo,Game card
4674,usr633@gt.edu,Xbox,Game card
4675,usr633@gt.edu,Xbox,Cartridge
4689,usr635@gt.edu,Xbox,Game card
4701,usr636@gt.edu,PlayStation,Optical disc
4711,usr638@gt.edu,Nintendo,Optical disc
4713,usr638@gt.edu,Xbox,Cartridge
4715,usr638@gt.edu,Xbox,Cartridge
4719,usr639@gt.edu,Xbox,Game card
4720,usr639@gt.edu,Xbox,Optical disc
4722,usr639@gt.edu,Nintendo,Cartridge
4723,usr639@gt.edu,Nintendo,Cartridge
4726,usr639@gt.edu,Nintendo,Optical disc
4731,usr640@gt.edu,PlayStation,Optical disc
4734,usr640@gt.edu,Xbox,Cartridge
4738,usr640@gt.edu,PlayStation,Game card
4741,usr641@gt.edu,Nintendo,Optical disc
4742,usr641@gt.edu,Xbox,Cartridge
4745,usr642@gt.edu,Nintendo,Game card
4746,usr642@gt.edu,Nintendo,Cartridge
4747,usr642@gt.edu,Nintendo,Cartridge
4748,usr643@gt.edu,Xbox,Game card
4749,usr643@gt.edu,Nintendo,Game card
4750,usr643@gt.edu,PlayStation,Game card
4754,usr643@gt.edu,Xbox,Game card
4755,usr644@gt.edu,Xbox,Cartridge
4758,usr644@gt.edu,Nintendo,Optical disc
4764,usr645@gt.edu,Nintendo,Game card
4766,usr645@gt.edu,PlayStation,Cartridge
4768,usr645@gt.edu,Xbox,Optical disc
4785,usr647@gt.edu,PlayStation,Optical disc
4789,usr648@gt.edu,Nintendo,Cartridge
4791,usr648@gt.edu,Xbox,Optical disc
4794,usr648@gt.edu,Xbox,Optical disc
4796,usr648@gt.edu,Xbox,Optical disc
4800,usr649@gt.edu,Nintendo,Cartridge
4801,usr649@gt.edu,Nintendo,Optical disc
4804,usr649@gt.edu,PlayStation,Game card
4805,usr649@gt.edu,Nintendo,Game card
4809,usr649@gt.edu,Nintendo,Cartridge
4813,usr650@gt.edu,Nintendo,Optical disc
4821,usr651@gt.edu,Xbox,Optical disc
4824,usr651@gt.edu,PlayStation,Optical disc
4825,usr651@gt.edu,Nintendo,Cartridge
4826,usr652@gt.edu,Xbox,Cartridge
4831,usr652@gt.edu,Xbox,Optical disc
4833,usr652@gt.edu,Xbox,Cartridge
4835,usr653@gt.edu,Xbox,Cartridge
4838,usr653@gt.edu,Nintendo,Cartridge
4839,usr653@gt.edu,PlayStation,Optical disc
4841,usr653@gt.edu,PlayStation,Optical disc
4843,usr654@gt.edu,Nintendo,Optical disc
4848,usr654@gt.edu,Xbox,Game card
4849,usr654@gt.edu,Xbox,Game card
4851,usr655@gt.edu,PlayStation,Game card
4855,usr655@gt.edu,Nintendo,Game card
4857,usr655@gt.edu,PlayStation,Cartridge
4858,usr656@gt.edu,Xbox,Cartridge
4872,usr658@gt.edu,Nintendo,Cartridge
4873,usr658@gt.edu,PlayStation,Cartridge
4875,usr658@gt.edu,Xbox,Game card
4876,usr658@gt.edu,Xbox,Cartridge
4881,usr659@gt.edu,Nintendo,Game card
4887,usr659@gt.edu,Xbox,Game card
4890,usr659@gt.edu,Nintendo,Game card
4895,usr660@gt.edu,Nintendo,Optical disc
4898,usr660@gt.edu,Nintendo,Game card
4899,usr660@gt.edu,PlayStation,Cartridge
4901,usr661@gt.edu,Nintendo,Optical disc
4905,usr662@gt.edu,Xbox,Game card
4908,usr662@gt.edu,Nintendo,Optical disc
4918,usr664@gt.edu,Xbox,Cartridge
4925,usr665@gt.edu,Nintendo,Cartridge
4929,usr665@gt.edu,Xbox,Game card
4934,usr666@gt.edu,Nintendo,Game card
4935,usr666@gt.edu,Nintendo,Game card
4940,usr666@gt.edu,Xbox,Optical disc
4948,usr667@gt.edu,Xbox,Cartridge
4954,usr668@gt.edu,Xbox,Cartridge
4955,usr668@gt.edu,Xbox,Optical disc
4958,usr669@gt.edu,Nintendo,Cartridge
4959,usr669@gt.edu,PlayStation,Game card
4960,usr669@gt.edu,Xbox,Cartridge
4961,usr670@gt.edu,Xbox,Game card
4969,usr671@gt.edu,Nintendo,Optical disc
4971,usr671@gt.edu,Xbox,Optical disc
4972,usr672@gt.edu,PlayStation,Game card
4975,usr672@gt.edu,Xbox,Game card
4979,usr672@gt.edu,PlayStation,Optical disc
4986,usr673@gt.edu,Nintendo,Optical disc
4993,usr674@gt.edu,PlayStation,Cartridge
4997,usr674@gt.edu,Nintendo,Cartridge
4998,usr674@gt.edu,Xbox,Optical disc
4999,usr674@gt.edu,Xbox,Cartridge
5004,usr675@gt.edu,Nintendo,Cartridge
5010,usr677@gt.edu,Nintendo,Game card
5011,usr677@gt.edu,Xbox,Game card
5016,usr677@gt.edu,Nintendo,Optical disc
5019,usr678@gt.edu,Nintendo,Game card
5020,usr678@gt.edu,Nintendo,Game card
5021,usr678@gt.edu,PlayStation,Cartridge
5030,usr679@gt.edu,Nintendo,Game card
5032,usr679@gt.edu,Xbox,Optical disc
5034,usr679@gt.edu,Xbox,Optical disc
5035,usr679@gt.edu,Nintendo,Optical disc
5036,usr679@gt.edu,PlayStation,Optical disc
5042,usr680@gt.edu,PlayStation,Game card
5045,usr680@gt.edu,Xbox,Cartridge
5056,usr682@gt.edu,Xbox,Cartridge
5060,usr682@gt.edu,Xbox,Game card
5061,usr682@gt.edu,Xbox,Optical disc
5066,usr682@gt.edu,Xbox,Optical disc
5069,usr683@gt.edu,Nintendo,Game card
5074,usr683@gt.edu,Xbox,Game card
5076,usr683@gt.edu,Xbox,Cartridge
5078,usr684@gt.edu,Xbox,Cartridge
5080,usr684@gt.edu,Nintendo,Game card
5083,usr685@gt.edu,Xbox,Game card
5084,usr685@gt.edu,Nintendo,Game card
5091,usr686@gt.edu,Xbox,Optical disc
5092,usr686@gt.edu,Xbox,Game card
5095,usr686@gt.edu,Xbox,Cartridge
5097,usr687@gt.edu,Nintendo,Cartridge
5098,usr687@gt.edu,Xbox,Cartridge
5099,usr687@gt.edu,Xbox,Cartridge
5103,usr687@gt.edu,Xbox,Game card
5105,usr688@gt.edu,Nintendo,Cartridge
5109,usr688@gt.edu,Xbox,Optical disc
5116,usr689@gt.edu,Xbox,Cartridge
5118,usr689@gt.edu,PlayStation,Game card
5123,usr691@gt.edu,Xbox,Cartridge
5126,usr691@gt.edu,Nintendo,Cartridge
5127,usr691@gt.edu,Nintendo,Cartridge
5134,usr692@gt.edu,Xbox,Cartridge
5137,usr692@gt.edu,PlayStation,Cartridge
5142,usr693@gt.edu,PlayStation,Game card
5148,usr694@gt.edu,Xbox,Game card
5152,usr695@gt.edu,PlayStation,Cartridge
5156,usr695@gt.edu,Nintendo,Game card
5157,usr695@gt.edu,Xbox,Cartridge
5158,usr696@gt.edu,PlayStation,Cartridge
5160,usr696@gt.edu,PlayStation,Game card
5165,usr697@gt.edu,Xbox,Game card
5169,usr698@gt.edu,Nintendo,Optical disc
5172,usr698@gt.edu,Xbox,Game card
5175,usr699@gt.edu,Nintendo,Cartridge
5179,usr700@gt.edu,Xbox,Cartridge
5184,usr700@gt.edu,Xbox,Optical disc
5189,usr702@gt.edu,Xbox,Optical disc
5190,usr702@gt.edu,Xbox,Game card
5191,usr702@gt.edu,Xbox,Game card
5193,usr702@gt.edu,PlayStation,Cartridge
5196,usr702@gt.edu,Xbox,Optical disc
5197,usr703@gt.edu,Nintendo,Game card
5201,usr704@gt.edu,Xbox,Cartridge
5207,usr705@gt.edu,Xbox,Game card
5208,usr705@gt.edu,PlayStation,Cartridge
5220,usr706@gt.edu,PlayStation,Optical disc
5221,usr707@gt.edu,Nintendo,Optical disc
5227,usr707@gt.edu,Xbox,Game card
5230,usr708@gt.edu,Nintendo,Optical disc
5231,usr708@gt.edu,Nintendo,Cartridge
5239,usr708@gt.edu,Xbox,Cartridge
5242,usr709@gt.edu,Nintendo,Optical disc
5246,usr709@gt.edu,PlayStation,Optical disc
5247,usr709@gt.edu,Nintendo,Game card
5256,usr711@gt.edu,Nintendo,Game card
5261,usr711@gt.edu,Xbox,Cartridge
5267,usr712@gt.edu,Xbox,Optical disc
5270,usr712@gt.edu,Xbox,Optical disc
5271,usr712@gt.edu,Xbox,Cartridge
5272,usr712@gt.edu,PlayStation,Cartridge
5274,usr712@gt.edu,Nintendo,Optical disc
5281,usr714@gt.edu,Nintendo,Cartridge
5282,usr714@gt.edu,PlayStation,Game card
5283,usr714@gt.edu,Nintendo,Game card
5287,usr714@gt.edu,Xbox,Cartridge
5288,usr714@gt.edu,Xbox,Game card
5291,usr715@gt.edu,Xbox,Game card
5293,usr715@gt.edu,Nintendo,Optical disc
5295,usr715@gt.edu,Nintendo,Game card
5298,usr715@gt.edu,Xbox,Optical disc
5303,usr716@gt.edu,Xbox,Game card
5304,usr716@gt.edu,Xbox,Game card
5305,usr716@gt.edu,Xbox,Game card
5306,usr716@gt.edu,Nintendo,Game card
5308,usr716@gt.edu,PlayStation,Optical disc
5311,usr717@gt.edu,Nintendo,Game card
5317,usr718@gt.edu,PlayStation,Game card
5319,usr719@gt.edu,Nintendo,Optical disc
5321,usr719@gt.edu,Xbox,Optical disc
5324,usr720@gt.edu,Xbox,Optical disc
5325,usr720@gt.edu,Xbox,Optical disc
5334,usr721@gt.edu,Nintendo,Cartridge
5338,usr721@gt.edu,Xbox,Cartridge
5341,usr722@gt.edu,Xbox,Optical disc
5342,usr722@gt.edu,Nintendo,Game card
5346,usr723@gt.edu,PlayStation,Cartridge
5349,usr723@gt.edu,Nintendo,Cartridge
5352,usr723@gt.edu,Nintendo,Cartridge
5356,usr724@gt.edu,Xbox,Cartridge
5357,usr724@gt.edu,PlayStation,Cartridge
5358,usr724@gt.edu,Nintendo,Cartridge
5363,usr724@gt.edu,Xbox,Optical disc
5364,usr724@gt.edu,Xbox,Optical disc
5366,usr725@gt.edu,Xbox,Game card
5368,usr725@gt.edu,Xbox,Cartridge
5370,usr725@gt.edu,Nintendo,Cartridge
5371,usr725@gt.edu,Nintendo,Optical disc
5374,usr726@gt.edu,Xbox,Game card
5375,usr726@gt.edu,Xbox,Optical disc
5381,usr726@gt.edu,Xbox,Optical disc
5385,usr727@gt.edu,Xbox,Game card
5393,usr729@gt.edu,Xbox,Optical disc
5394,usr729@gt.edu,Nintendo,Game card
5397,usr729@gt.edu,Nintendo,Optical disc
5400,usr730@gt.edu,Xbox,Game card
5402,usr730@gt.edu,Nintendo,Cartridge
5409,usr730@gt.edu,Xbox,Optical disc
5411,usr731@gt.edu,PlayStation,Cartridge
5415,usr731@gt.edu,Nintendo,Optical disc
5418,usr732@gt.edu,Xbox,Optical disc
5425,usr732@gt.edu,PlayStation,Optical disc
5426,usr732@gt.edu,Xbox,Optical disc
5428,usr733@gt.edu,Xbox,Game card
5429,usr733@gt.edu,Xbox,Cartridge
5435,usr733@gt.edu,Xbox,Cartridge
5440,usr734@gt.edu,Xbox,Cartridge
5441,usr734@gt.edu,Xbox,Game card
5443,usr734@gt.edu,Nintendo,Game card
5447,usr735@gt.edu,Nintendo,Cartridge
5448,usr735@gt.edu,PlayStation,Game card
5453,usr736@gt.edu,PlayStation,Optical disc
5460,usr737@gt.edu,PlayStation,Cartridge
5461,usr737@gt.edu,PlayStation,Cartridge
5463,usr737@gt.edu,Nintendo,Game card
5467,usr737@gt.edu,Nintendo,Optical disc
5468,usr737@gt.edu,PlayStation,Cartridge
5473,usr738@gt.edu,Nintendo,Game card
5476,usr738@gt.edu,PlayStation,Optical disc
5483,usr739@gt.edu,Nintendo,Optical disc
5486,usr739@gt.edu,Nintendo,Optical disc
5488,usr739@gt.edu,Nintendo,Cartridge
5490,usr740@gt.edu,PlayStation,Game card
5493,usr740@gt.edu,PlayStation,Optical disc
5497,usr740@gt.edu,Xbox,Game card
5501,usr741@gt.edu,Nintendo,Optical disc
5507,usr741@gt.edu,PlayStation,Optical disc
5510,usr742@gt.edu,PlayStation,Cartridge
5518,usr743@gt.edu,PlayStation,Optical disc
5523,usr743@gt.edu,Xbox,Cartridge
5525,usr744@gt.edu,Xbox,Cartridge
5529,usr744@gt.edu,Xbox,Optical disc
5531,usr744@gt.edu,Nintendo,Game card
5532,usr745@gt.edu,Nintendo,Cartridge
5541,usr746@gt.edu,Nintendo,Cartridge
5544,usr746@gt.edu,Xbox,Optical disc
5545,usr746@gt.edu,Nintendo,Game card
5550,usr747@gt.edu,PlayStation,Game card
5551,usr748@gt.edu,Nintendo,Game card
5552,usr748@gt.edu,Nintendo,Optical disc
5562,usr749@gt.edu,Nintendo,Optical disc
5563,usr749@gt.edu,Nintendo,Optical disc
5566,usr749@gt.edu,Xbox,Optical disc
5569,usr749@gt.edu,PlayStation,Cartridge
5572,usr750@gt.edu,Xbox,Game card
5575,usr750@gt.edu,Nintendo,Game card
5580,usr751@gt.edu,Nintendo,Optical disc
5588,usr752@gt.edu,Nintendo,Optical disc
5589,usr752@gt.edu,Xbox,Optical disc
5597,usr753@gt.edu,Xbox,Optical disc
5600,usr753@gt.edu,Nintendo,Game card
5601,usr753@gt.edu,Nintendo,Game card
5615,usr755@gt.edu,PlayStation,Cartridge
5622,usr756@gt.edu,Xbox,Game card
5623,usr756@gt.edu,Xbox,Game card
5628,usr756@gt.edu,Xbox,Cartridge
5629,usr757@gt.edu,Nintendo,Cartridge
5645,usr758@gt.edu,Nintendo,Game card
5654,usr759@gt.edu,Xbox,Game card
5659,usr760@gt.edu,Nintendo,Optical disc
5662,usr761@gt.edu,Xbox,Cartridge
5667,usr762@gt.edu,Xbox,Optical disc
5676,usr762@gt.edu,PlayStation,Cartridge
5678,usr763@gt.edu,PlayStation,Game card
5679,usr763@gt.edu,Nintendo,Game card
5685,usr765@gt.edu,Xbox,Game card
5687,usr765@gt.edu,Xbox,Optical disc
5689,usr765@gt.edu,Nintendo,Cartridge
5690,usr765@gt.edu,Xbox,Optical disc
5691,usr765@gt.edu,PlayStation,Optical disc
5692,usr765@gt.edu,Xbox,Cartridge
5698,usr766@gt.edu,Nintendo,Game card
5701,usr766@gt.edu,Nintendo,Cartridge
5702,usr766@gt.edu,Xbox,Optical disc
5705,usr767@gt.edu,PlayStation,Optical disc
5706,usr767@gt.edu,Nintendo,Optical disc
5711,usr768@gt.edu,Xbox,Game card
5716,usr769@gt.edu,PlayStation,Optical disc
5718,usr769@gt.edu,Nintendo,Cartridge
5722,usr769@gt.edu,PlayStation,Cartridge
5725,usr770@gt.edu,Xbox,Game card
5728,usr770@gt.edu,Xbox,Game card
5730,usr771@gt.edu,Xbox,Cartridge
5737,usr771@gt.edu,PlayStation,Optical disc
5739,usr772@gt.edu,Nintendo,Game card
5742,usr772@gt.edu,Xbox,Game card
5744,usr772@gt.edu,PlayStation,Cartridge
5745,usr772@gt.edu,Nintendo,Cartridge
5747,usr772@gt.edu,Xbox,Optical disc
5751,usr773@gt.edu,Nintendo,Game card
5754,usr773@gt.edu,Xbox,Game card
5755,usr774@gt.edu,Xbox,Optical disc
5757,usr774@gt.edu,Xbox,Optical disc
5758,usr774@gt.edu,Xbox,Optical disc
5759,usr774@gt.edu,Nintendo,Game card
5760,usr774@gt.edu,Xbox,Game card
5763,usr775@gt.edu,PlayStation,Optical disc
5764,usr775@gt.edu,Xbox,Game card
5765,usr775@gt.edu,Xbox,Game card
5766,usr776@gt.edu,Xbox,Optical disc
5768,usr776@gt.edu,Xbox,Game card
5769,usr776@gt.edu,Nintendo,Optical disc
5772,usr776@gt.edu,Xbox,Optical disc
5775,usr776@gt.edu,PlayStation,Optical disc
5780,usr777@gt.edu,PlayStation,Cartridge
5783,usr777@gt.edu,Nintendo,Cartridge
5798,usr779@gt.edu,Nintendo,Optical disc
5799,usr779@gt.edu,Xbox,Game card
5801,usr779@gt.edu,Nintendo,Game card
5804,usr779@gt.edu,Xbox,Cartridge
5808,usr780@gt.edu,Nintendo,Game card
5818,usr781@gt.edu,Xbox,Cartridge
5819,usr781@gt.edu,Nintendo,Optical disc
5821,usr781@gt.edu,Xbox,Cartridge
5822,usr781@gt.edu,Nintendo,Game card
5827,usr782@gt.edu,Nintendo,Game card
5830,usr782@gt.edu,Xbox,Optical disc
5834,usr783@gt.edu,Xbox,Optical disc
5837,usr783@gt.edu,Nintendo,Game card
5842,usr784@gt.edu,Xbox,Optical disc
5845,usr785@gt.edu,Xbox,Cartridge
5846,usr785@gt.edu,PlayStation,Game card
5847,usr785@gt.edu,Xbox,Cartridge
5854,usr786@gt.edu,Xbox,Cartridge
5855,usr786@gt.edu,Xbox,Game card
5856,usr786@gt.edu,Xbox,Cartridge
5860,usr787@gt.edu,Xbox,Game card
5865,usr788@gt.edu,Xbox,Cartridge
5867,usr788@gt.edu,Xbox,Game card
5869,usr789@gt.edu,Nintendo,Game card
5870,usr789@gt.edu,PlayStation,Cartridge
5872,usr789@gt.edu,Xbox,Game card
5873,usr790@gt.edu,Xbox,Game card
5875,usr790@gt.edu,PlayStation,Optical disc
5877,usr790@gt.edu,PlayStation,Cartridge
